Vin,Vout
-0.294759,-0.269137
-0.287298,-0.262109
-0.279944,-0.255187
-0.272647,-0.248319
-0.265283,-0.241356
-0.257969,-0.234464
-0.250604,-0.227551
-0.243271,-0.220749
-0.236067,-0.214039
-0.228744,-0.20723
-0.221332,-0.200322
-0.214003,-0.193513
-0.20669,-0.186736
-0.199448,-0.179975
-0.192131,-0.17322
-0.184708,-0.166382
-0.177435,-0.159653
-0.170012,-0.152834
-0.162743,-0.146133
-0.155469,-0.139447
-0.14834,-0.132932
-0.141007,-0.126229
-0.133501,-0.119365
-0.126161,-0.112735
-0.118755,-0.105997
-0.111504,-0.099411
-0.104113,-0.092408
-0.096082,-0.085494
-0.088824,-0.078654
-0.080799,-0.07179
-0.07313,-0.065036
-0.065205,-0.057989
-0.057596,-0.051236
-0.04971,-0.044307
-0.042034,-0.037568
-0.034308,-0.030835
-0.02655,-0.024111
-0.01868,-0.017312
-0.010963,-0.010689
-0.002998,-0.003868
0.005094,0.002972
0.012759,0.009658
0.020768,0.016101
0.028455,0.022432
0.036106,0.028702
0.043846,0.034991
0.05161,0.041211
0.059358,0.047372
0.066983,0.053351
0.074677,0.059249
0.082453,0.065144
0.090154,0.070889
0.097972,0.076556
0.105638,0.082083
0.11334,0.087205
0.120595,0.092643
0.128205,0.09739
0.135689,0.102126
0.143004,0.106596
0.15043,0.110905
0.157683,0.114924
0.16509,0.118827
0.172392,0.12241
0.179725,0.125784
0.186997,0.128856
0.194322,0.13168
0.201823,0.134305
0.209132,0.136544
0.216598,0.138569
0.223914,0.140331
0.231179,0.141869
0.238548,0.143255
0.245788,0.144423
0.253317,0.145439
0.260611,0.146302
0.267983,0.147103
0.275293,0.147876
0.282588,0.148573
0.289907,0.149219
0.297168,0.149821
0.304475,0.15035
0.311732,0.150827
0.319199,0.151312
0.326538,0.151797
0.333829,0.152257
0.341163,0.152702
0.348474,0.153144
0.355851,0.153576
0.363159,0.15402
0.370542,0.154468
0.377841,0.154911
0.384983,0.155273
0.392313,0.155751
0.399815,0.156192
0.407095,0.156578
0.414453,0.157004
0.421797,0.157428
0.429107,0.157826
0.436516,0.158214
0.443855,0.158623
0.451182,0.159029
0.458521,0.159433
0.465951,0.159837
0.473311,0.160187
0.480606,0.160556
0.488045,0.160947
0.495281,0.161337
0.502634,0.161721
0.509906,0.16212
0.517436,0.162479
0.52474,0.162829
0.53204,0.163184
0.539389,0.163526
0.546669,0.163881
0.554016,0.164213
0.561282,0.164563
0.568581,0.16492
0.575901,0.165257
0.583327,0.165608
0.59075,0.165972
0.597975,0.166327
0.605251,0.166667
0.61258,0.166957
0.619931,0.167222
0.627242,0.167476
0.634607,0.167777
0.641946,0.168084
0.649279,0.168377
0.656468,0.168635
0.663806,0.168908
0.671268,0.169212
0.678586,0.1695
0.685922,0.169799
0.69322,0.170119
0.700615,0.170448
0.707998,0.170764
0.715311,0.171117
0.722599,0.171466
0.729906,0.17184
0.737346,0.17219
0.74467,0.172466
0.7521,0.172704
0.759389,0.172954
0.766726,0.173189
0.774071,0.173445
0.781326,0.173743
0.788854,0.174035
0.796144,0.174324
0.803496,0.174638
0.810743,0.174982
0.818116,0.175347
0.825482,0.175679
0.832787,0.175997
0.840121,0.176329
0.847349,0.176681
0.854836,0.177033
0.862107,0.177387
0.869413,0.177721
0.876734,0.178017
0.884062,0.178334
0.891442,0.178668
0.898687,0.178973
0.906134,0.179313
0.913467,0.179685
0.920695,0.180081
0.928059,0.180456
0.935445,0.1808
0.942848,0.181101
0.950184,0.181415
0.957595,0.181753
0.964895,0.182094
0.972274,0.182433
0.979596,0.182753
0.986857,0.182988
0.994171,0.183237
1.001572,0.183498
1.008934,0.183771
1.016275,0.184056
1.022952,0.184356
1.030138,0.184656
1.037478,0.184955
1.044682,0.185263
1.05201,0.185588
1.05946,0.185811
1.0667,0.185919
1.074009,0.186052
1.081209,0.186261
1.088502,0.186502
1.095669,0.186769
1.102925,0.187064
1.110179,0.187293
1.117452,0.187523
1.124832,0.187782
1.132051,0.188048
1.139297,0.188351
1.146507,0.188633
1.153823,0.188884
1.16117,0.189098
1.168474,0.189338
1.175863,0.189592
1.18304,0.189773
1.190182,0.189977
1.197472,0.190175
1.204899,0.190324
1.212171,0.190479
1.219394,0.190622
1.226692,0.190722
1.233894,0.190842
1.241282,0.191021
1.24853,0.191245
1.255804,0.191438
1.263078,0.191599
1.270416,0.191792
1.277805,0.192036
1.284998,0.192248
1.292395,0.19247
1.299638,0.192725
1.306902,0.192992
1.31419,0.193224
1.32154,0.193483
1.328924,0.193707
1.336127,0.193929
1.343436,0.194199
1.350692,0.194513
1.357968,0.194769
1.365178,0.194937
1.372447,0.195154
1.379686,0.19533
1.386987,0.195482
1.394321,0.195648
1.401596,0.19581
